task,round,global_round,task_progress,acc,prec_mic,prec_mac,prec_wei,rec_mic,rec_mac,rec_wei,f1_mic,f1_mac,f1_wei,fpr,loss
3,12,212,3.15,53.6034,53.6034,42.6746,74.0772,53.6034,61.0228,53.6034,53.6034,41.8791,58.8872,83.5362,2.603616
3,13,213,3.1625,52.4117,52.4117,42.5038,73.7921,52.4117,60.5699,52.4117,52.4117,41.4932,57.7165,84.7092,2.697395
3,14,214,3.175,53.4476,53.4476,42.532,74.397,53.4476,61.5277,53.4476,53.4476,41.7258,58.9004,83.1129,2.604013
3,15,215,3.1875,53.0829,53.0829,42.23,74.1491,53.0829,61.5237,53.0829,53.0829,41.3077,58.4457,84.0395,2.664151
3,16,216,3.2,52.6325,52.6325,42.5615,74.2334,52.6325,61.6074,52.6325,52.6325,41.1953,58.1277,84.2798,2.679062
3,17,217,3.2125,52.742,52.742,42.1025,74.5576,52.742,60.6658,52.742,52.742,40.6513,58.4528,81.6007,2.654188
3,18,218,3.225,52.1495,52.1495,43.3694,79.0038,52.1495,61.8451,52.1495,52.1495,41.011,57.2747,86.5703,2.71892
3,19,219,3.2375,51.3874,51.3874,43.1251,73.924,51.3874,60.876,51.3874,51.3874,41.6382,57.0464,85.2482,2.787476
3,20,220,3.25,51.4096,51.4096,42.4102,73.8534,51.4096,61.0152,51.4096,51.4096,40.5185,57.0854,83.7385,2.75183
3,21,221,3.2625,52.0529,52.0529,42.513,74.2971,52.0529,61.7147,52.0529,52.0529,40.9248,57.8187,83.1886,2.717244
3,22,222,3.275,50.1641,50.1641,42.1617,72.4114,50.1641,61.0129,50.1641,50.1641,40.1383,55.4447,87.5767,2.811344
3,23,223,3.2875,52.6284,52.6284,42.9102,75.1425,52.6284,61.4511,52.6284,52.6284,41.7445,58.7026,81.3761,2.726698
3,24,224,3.3,51.0788,51.0788,43.0377,74.1937,51.0788,61.0395,51.0788,51.0788,40.4082,56.9248,83.1239,2.718111
3,25,225,3.3125,51.8526,51.8526,42.1412,74.4525,51.8526,61.8515,51.8526,51.8526,40.7329,57.8706,81.2069,2.70473
3,26,226,3.325,51.8651,51.8651,42.2967,74.6318,51.8651,62.0685,51.8651,51.8651,40.203,57.7532,82.2055,2.677403
3,27,227,3.3375,51.2357,51.2357,42.5871,74.8335,51.2357,60.3618,51.2357,51.2357,40.2934,57.6512,77.4036,2.693669
3,28,228,3.35,51.5253,51.5253,44.7528,81.6083,51.5253,63.1938,51.5253,51.5253,41.5069,57.3875,83.077,2.723314
3,29,229,3.3625,52.6185,52.6185,43.8641,76.1204,52.6185,61.8371,52.6185,52.6185,41.624,59.0974,78.3448,2.595129
3,30,230,3.375,53.4771,53.4771,42.8177,76.4455,53.4771,63.0618,53.4771,53.4771,40.896,59.6501,78.7092,2.514155
3,31,231,3.3875,52.0938,52.0938,42.8397,75.7719,52.0938,62.4248,52.0938,52.0938,40.5077,58.1756,80.9597,2.617195
3,32,232,3.4,50.864,50.864,41.6748,74.2133,50.864,61.7032,50.864,50.864,39.3692,56.6976,82.324,2.663312
3,33,233,3.4125,50.9802,50.9802,42.0643,74.686,50.9802,61.7587,50.9802,50.9802,39.4404,56.9215,82.1123,2.675597
3,34,234,3.425,51.4905,51.4905,42.4289,74.995,51.4905,62.2166,51.4905,51.4905,40.0074,57.4766,82.1357,2.67565
3,35,235,3.4375,51.7621,51.7621,42.9672,75.2017,51.7621,62.1334,51.7621,51.7621,40.3168,57.8094,80.5655,2.650254
3,36,236,3.45,52.0288,52.0288,43.2665,75.81,52.0288,62.4667,52.0288,52.0288,40.678,58.1253,80.5507,2.647703
3,37,237,3.4625,51.6896,51.6896,42.598,75.4952,51.6896,62.3293,51.6896,51.6896,40.0738,57.7488,80.4587,2.660417
3,38,238,3.475,51.3624,51.3624,42.4916,74.8782,51.3624,62.2093,51.3624,51.3624,39.9647,57.365,81.4198,2.67882
3,39,239,3.4875,51.637,51.637,43.1386,75.2144,51.637,62.0512,51.637,51.637,40.476,57.7918,80.2624,2.681378
3,40,240,3.5,50.4959,50.4959,41.8434,74.5095,50.4959,61.9889,50.4959,50.4959,39.3027,56.5123,82.2734,2.729674
3,41,241,3.5125,51.101,51.101,42.1003,75.0416,51.101,61.964,51.101,51.101,39.4443,57.2724,80.4903,2.71311
3,42,242,3.525,50.9578,50.9578,42.2431,74.9876,50.9578,62.1573,50.9578,50.9578,39.5166,57.0538,81.6445,2.737143
3,43,243,3.5375,51.3148,51.3148,42.4474,75.2956,51.3148,62.1958,51.3148,51.3148,39.7394,57.4942,80.5472,2.722051
3,44,244,3.55,50.6344,50.6344,42.2311,74.7216,50.6344,62.0241,50.6344,50.6344,39.4051,56.6935,82.4192,2.748946
3,45,245,3.5625,50.2085,50.2085,42.1247,74.4902,50.2085,61.7947,50.2085,50.2085,39.2573,56.2745,82.9328,2.767456
3,46,246,3.575,49.5567,49.5567,42.1307,74.094,49.5567,61.5183,49.5567,49.5567,39.2941,55.6142,83.7035,2.811408
3,47,247,3.5875,50.1328,50.1328,42.2107,74.5258,50.1328,61.7525,50.1328,50.1328,39.2908,56.1913,82.9709,2.77787
